transaction_id,account_id,transaction_date,transaction_type,transaction_amount,payment_mode
TXN111930,ACC1329,2025-06-14,Deposit,29646,Net Banking
TXN111914,ACC1329,2025-06-15,Transfer,1006,Credit Card
TXN111927,ACC1329,2025-06-28,Payment,6268,UPI
TXN111910,ACC1329,2025-07-03,Received,32318,Net Banking
TXN111912,ACC1329,2025-07-09,Transfer,779,Net Banking
TXN111923,ACC1329,2025-07-11,Transfer,5314,UPI
TXN111922,ACC1329,2025-08-01,Deposit,32433,Net Banking
TXN111913,ACC1329,2025-08-13,Withdrawal,1183,Net Banking
TXN111911,ACC1329,2025-08-19,Transfer,4305,UPI
TXN111908,ACC1329,2025-08-24,Withdrawal,3914,Net Banking
TXN111918,ACC1329,2025-09-12,Received,41367,Net Banking
TXN111925,ACC1329,2025-09-13,Deposit,47881,UPI
TXN111935,ACC1329,2025-09-16,Transfer,8116,Net Banking
TXN111916,ACC1329,2025-09-18,Payment,3690,Debit Card
TXN111933,ACC1329,2025-09-21,Transfer,9805,UPI
TXN111919,ACC1329,2025-09-23,Transfer,2039,Net Banking
TXN111909,ACC1329,2025-10-10,Withdrawal,2005,Net Banking
TXN111931,ACC1329,2025-10-27,Payment,2044,Credit Card
TXN111924,ACC1329,2025-11-04,Payment,8347,Credit Card
TXN111928,ACC1329,2025-11-05,Received,49764,Net Banking
TXN111915,ACC1329,2025-11-11,Received,7803,Credit Card
TXN111953,ACC1330,2025-05-17,Transfer,8751,Credit Card
TXN111957,ACC1330,2025-05-31,Transfer,8362,Net Banking
TXN111948,ACC1330,2025-06-01,Transfer,1469,Net Banking
TXN111951,ACC1330,2025-06-01,Deposit,9642,Credit Card
TXN111959,ACC1330,2025-06-06,Transfer,7596,UPI
TXN111938,ACC1330,2025-06-20,Deposit,44312,Net Banking
TXN111952,ACC1330,2025-06-28,Payment,959,Credit Card
TXN111944,ACC1330,2025-06-29,Withdrawal,7041,Credit Card
TXN111955,ACC1330,2025-06-30,Received,20266,Net Banking
TXN111958,ACC1330,2025-07-13,Transfer,7766,Debit Card
TXN111949,ACC1330,2025-07-18,Transfer,3324,UPI
TXN111945,ACC1330,2025-07-22,Payment,2896,Debit Card
TXN111960,ACC1330,2025-08-14,Payment,25475,UPI
TXN111939,ACC1330,2025-08-26,Deposit,41860,Net Banking
TXN111942,ACC1330,2025-09-04,Withdrawal,887,Net Banking
TXN111941,ACC1330,2025-09-07,Received,12328,UPI
TXN111950,ACC1330,2025-09-09,Payment,5456,Credit Card
TXN111937,ACC1330,2025-10-04,Transfer,9384,Credit Card
TXN111956,ACC1330,2025-10-15,Withdrawal,7780,Net Banking
TXN111954,ACC1330,2025-10-26,Payment,7041,Net Banking
TXN111947,ACC1330,2025-10-27,Deposit,48508,Net Banking
TXN111943,ACC1330,2025-11-08,Deposit,37457,UPI
TXN111940,ACC1330,2025-11-09,Transfer,6220,UPI
TXN111946,ACC1330,2025-11-09,Deposit,32722,Net Banking
TXN111963,ACC1331,2025-06-11,Payment,6268,Net Banking
TXN111977,ACC1331,2025-06-17,Deposit,24798,Credit Card
TXN111962,ACC1331,2025-06-21,Deposit,29579,Net Banking
TXN111980,ACC1331,2025-06-29,Transfer,6266,Credit Card
TXN111979,ACC1331,2025-07-03,Payment,5600,Credit Card
TXN111978,ACC1331,2025-07-05,Received,9982,Credit Card
TXN111972,ACC1331,2025-07-12,Deposit,38509,UPI
TXN111969,ACC1331,2025-07-23,Received,47088,UPI
TXN111966,ACC1331,2025-07-24,Transfer,6614,Credit Card
TXN111964,ACC1331,2025-08-12,Deposit,20537,Net Banking
TXN111973,ACC1331,2025-08-28,Deposit,43951,Debit Card
TXN111982,ACC1331,2025-09-23,Deposit,43377,Net Banking
TXN111974,ACC1331,2025-10-07,Received,16220,Credit Card
TXN111970,ACC1331,2025-10-15,Deposit,42583,Net Banking
TXN111965,ACC1331,2025-10-16,Transfer,1882,UPI
TXN111967,ACC1331,2025-10-19,Deposit,14791,Net Banking
TXN111961,ACC1331,2025-10-21,Payment,8864,Net Banking
TXN111981,ACC1331,2025-10-28,Received,36926,UPI
TXN111975,ACC1331,2025-11-03,Payment,2143,UPI
TXN111968,ACC1331,2025-11-06,Payment,9739,Credit Card
TXN111971,ACC1331,2025-11-11,Payment,4338,Net Banking
TXN111976,ACC1331,2025-11-12,Transfer,3163,Net Banking
TXN111993,ACC1332,2025-05-30,Payment,9204,Credit Card
TXN111988,ACC1332,2025-06-05,Transfer,5326,Debit Card
TXN111983,ACC1332,2025-06-18,Transfer,4075,Debit Card
TXN112001,ACC1332,2025-06-30,Withdrawal,735,UPI
TXN111989,ACC1332,2025-07-04,Transfer,7466,Credit Card
TXN111998,ACC1332,2025-07-05,Transfer,9913,Debit Card
TXN111991,ACC1332,2025-08-06,Withdrawal,2254,UPI
TXN111995,ACC1332,2025-08-18,Deposit,45113,Net Banking
TXN111986,ACC1332,2025-08-21,Withdrawal,7260,Net Banking
TXN111990,ACC1332,2025-08-31,Deposit,40095,Debit Card
TXN111992,ACC1332,2025-09-10,Withdrawal,6259,Debit Card
TXN111997,ACC1332,2025-09-16,Transfer,5222,Credit Card
TXN111994,ACC1332,2025-10-01,Transfer,6732,Credit Card
TXN112003,ACC1332,2025-10-01,Transfer,2904,UPI
TXN111996,ACC1332,2025-10-15,Received,28117,Net Banking
TXN111985,ACC1332,2025-10-17,Deposit,38628,Credit Card
TXN111987,ACC1332,2025-10-24,Transfer,7115,UPI
TXN111984,ACC1332,2025-10-26,Deposit,25550,Credit Card
TXN112000,ACC1332,2025-10-28,Received,43654,Debit Card
TXN111999,ACC1332,2025-11-06,Payment,8604,Debit Card
TXN112002,ACC1332,2025-11-08,Received,27944,Net Banking
TXN112019,ACC1333,2025-05-21,Deposit,19637,Net Banking
TXN112016,ACC1333,2025-06-05,Payment,7728,Net Banking
TXN112015,ACC1333,2025-06-10,Deposit,49360,Net Banking
TXN112014,ACC1333,2025-06-13,Transfer,964,Net Banking
TXN112009,ACC1333,2025-07-22,Payment,6501,Net Banking
TXN112013,ACC1333,2025-08-14,Transfer,697,Net Banking
TXN112005,ACC1333,2025-08-18,Received,45741,Net Banking
TXN112012,ACC1333,2025-09-01,Deposit,11879,Debit Card
TXN112006,ACC1333,2025-09-06,Transfer,7846,Net Banking
TXN112008,ACC1333,2025-09-07,Withdrawal,9173,UPI
TXN112004,ACC1333,2025-09-09,Deposit,21003,UPI
TXN112018,ACC1333,2025-09-22,Deposit,16400,Net Banking
TXN112011,ACC1333,2025-09-29,Deposit,40486,Net Banking
TXN112010,ACC1333,2025-10-01,Transfer,7050,Debit Card
TXN112017,ACC1333,2025-10-19,Transfer,3422,Credit Card
TXN112007,ACC1333,2025-10-23,Withdrawal,7968,Debit Card
TXN112032,ACC1334,2025-05-17,Withdrawal,1087,Debit Card
TXN112039,ACC1334,2025-05-21,Withdrawal,3973,Debit Card
TXN112038,ACC1334,2025-05-27,Payment,1022,Credit Card
TXN112046,ACC1334,2025-06-08,Received,45121,UPI
TXN112033,ACC1334,2025-06-10,Transfer,6504,UPI
TXN112035,ACC1334,2025-06-11,Received,37139,UPI
TXN112027,ACC1334,2025-06-14,Payment,5080,Debit Card
TXN112034,ACC1334,2025-06-14,Deposit,35487,Net Banking
TXN112043,ACC1334,2025-06-15,Transfer,5098,Net Banking
TXN112031,ACC1334,2025-06-18,Transfer,8367,Net Banking
TXN112037,ACC1334,2025-06-18,Deposit,17707,Debit Card
TXN112040,ACC1334,2025-07-06,Payment,1834,Debit Card
TXN112044,ACC1334,2025-07-13,Deposit,7810,Credit Card
TXN112024,ACC1334,2025-07-20,Transfer,2654,Credit Card
TXN112036,ACC1334,2025-07-30,Withdrawal,7092,UPI
TXN112030,ACC1334,2025-08-15,Transfer,6716,Credit Card
TXN112041,ACC1334,2025-08-20,Received,37851,Debit Card
TXN112048,ACC1334,2025-08-22,Transfer,5212,Credit Card
TXN112020,ACC1334,2025-08-24,Transfer,3054,UPI
TXN112047,ACC1334,2025-08-24,Deposit,36989,Net Banking
TXN112022,ACC1334,2025-08-29,Transfer,3654,Credit Card
TXN112028,ACC1334,2025-09-13,Withdrawal,1539,Credit Card
TXN112029,ACC1334,2025-09-22,Received,20540,UPI
TXN112025,ACC1334,2025-09-26,Transfer,7830,Net Banking
TXN112042,ACC1334,2025-10-18,Deposit,18306,Net Banking
TXN112023,ACC1334,2025-10-20,Deposit,17726,Net Banking
TXN112021,ACC1334,2025-10-30,Deposit,6051,UPI
TXN112045,ACC1334,2025-10-31,Deposit,47552,Net Banking
TXN112049,ACC1334,2025-11-02,Transfer,6036,Debit Card
TXN112026,ACC1334,2025-11-03,Transfer,4362,UPI
TXN112065,ACC1335,2025-05-21,Received,30103,Credit Card
TXN112056,ACC1335,2025-05-31,Deposit,41418,UPI
TXN112064,ACC1335,2025-07-11,Received,16312,Credit Card
TXN112062,ACC1335,2025-07-15,Deposit,43402,Net Banking
TXN112054,ACC1335,2025-08-05,Received,26222,Credit Card
TXN112058,ACC1335,2025-09-15,Deposit,31114,Credit Card
TXN112051,ACC1335,2025-10-02,Withdrawal,5384,Net Banking
TXN112050,ACC1335,2025-10-05,Deposit,18546,UPI
TXN112066,ACC1335,2025-10-09,Transfer,8476,Net Banking
TXN112059,ACC1335,2025-10-11,Withdrawal,4698,UPI
TXN112057,ACC1335,2025-10-12,Withdrawal,8631,Credit Card
TXN112063,ACC1335,2025-10-14,Payment,6939,UPI
TXN112060,ACC1335,2025-10-29,Withdrawal,8995,UPI
TXN112052,ACC1335,2025-11-06,Received,38304,UPI
TXN112061,ACC1335,2025-11-09,Deposit,27429,Net Banking
TXN112053,ACC1335,2025-11-14,Payment,7248,UPI
TXN112055,ACC1335,2025-11-15,Received,33643,Debit Card
TXN112072,ACC1336,2025-05-16,Received,10617,Debit Card
TXN112074,ACC1336,2025-06-08,Transfer,1504,Net Banking
TXN112088,ACC1336,2025-06-12,Withdrawal,4295,Credit Card
TXN112070,ACC1336,2025-06-16,Received,9539,UPI
TXN112090,ACC1336,2025-06-19,Received,18411,Net Banking
TXN112083,ACC1336,2025-06-20,Transfer,2832,Net Banking
TXN112079,ACC1336,2025-06-24,Transfer,7072,Debit Card
TXN112077,ACC1336,2025-07-02,Received,24279,Debit Card
TXN112084,ACC1336,2025-07-11,Transfer,1572,Net Banking
TXN112067,ACC1336,2025-08-16,Transfer,3278,Net Banking
TXN112076,ACC1336,2025-08-27,Deposit,8765,Net Banking
TXN112081,ACC1336,2025-08-28,Received,9099,Credit Card
TXN112087,ACC1336,2025-09-01,Payment,9841,Net Banking
TXN112082,ACC1336,2025-09-08,Deposit,26861,UPI
TXN112071,ACC1336,2025-09-11,Payment,3914,UPI
TXN112085,ACC1336,2025-09-22,Transfer,7564,UPI
TXN112086,ACC1336,2025-09-26,Deposit,43207,Debit Card
TXN112089,ACC1336,2025-09-30,Transfer,4918,Net Banking
TXN112073,ACC1336,2025-10-05,Transfer,6708,Net Banking
TXN112068,ACC1336,2025-10-15,Transfer,4544,Net Banking
TXN112075,ACC1336,2025-10-21,Received,46975,UPI
TXN112080,ACC1336,2025-10-24,Deposit,23284,Debit Card
TXN112069,ACC1336,2025-11-04,Withdrawal,7554,Net Banking
TXN112078,ACC1336,2025-11-13,Deposit,39684,Net Banking
TXN112127,ACC1337,2025-05-22,Received,25768,Net Banking
TXN112106,ACC1337,2025-05-24,Payment,3360,Credit Card
TXN112100,ACC1337,2025-05-25,Deposit,26807,Debit Card
TXN112113,ACC1337,2025-05-27,Received,23947,Debit Card
TXN112114,ACC1337,2025-05-30,Payment,2855,Net Banking
TXN112098,ACC1337,2025-06-02,Transfer,2473,Net Banking
TXN112124,ACC1337,2025-06-08,Payment,2647,Credit Card
TXN112123,ACC1337,2025-06-22,Transfer,1837,Credit Card
TXN112128,ACC1337,2025-06-23,Payment,5509,Debit Card
TXN112108,ACC1337,2025-06-29,Payment,7868,Net Banking
TXN112125,ACC1337,2025-07-19,Payment,7398,Net Banking
TXN112121,ACC1337,2025-07-20,Received,28112,Net Banking
TXN112091,ACC1337,2025-07-22,Payment,5322,Debit Card
TXN112109,ACC1337,2025-08-07,Transfer,552,Net Banking
TXN112119,ACC1337,2025-08-09,Deposit,15737,Debit Card
TXN112099,ACC1337,2025-08-12,Transfer,3052,Debit Card
TXN112116,ACC1337,2025-08-16,Received,28559,Net Banking
TXN112093,ACC1337,2025-08-20,Transfer,1208,UPI
TXN112094,ACC1337,2025-08-31,Received,12175,Net Banking
TXN112112,ACC1337,2025-09-10,Received,38107,Debit Card
TXN112120,ACC1337,2025-09-10,Deposit,48582,Net Banking
TXN112092,ACC1337,2025-09-13,Deposit,5258,Debit Card
TXN112105,ACC1337,2025-09-15,Transfer,4682,Net Banking
TXN112115,ACC1337,2025-09-18,Received,13830,Net Banking
TXN112095,ACC1337,2025-09-26,Payment,3443,Net Banking
TXN112103,ACC1337,2025-09-26,Deposit,19675,Net Banking
TXN112117,ACC1337,2025-09-30,Withdrawal,8480,Credit Card
TXN112111,ACC1337,2025-10-04,Deposit,28448,Net Banking
TXN112126,ACC1337,2025-10-09,Transfer,9864,Net Banking
TXN112107,ACC1337,2025-10-19,Payment,8283,Net Banking
TXN112110,ACC1337,2025-10-22,Payment,8534,Net Banking
TXN112118,ACC1337,2025-10-22,Payment,3375,Net Banking
TXN112101,ACC1337,2025-11-01,Transfer,2852,Debit Card
TXN112097,ACC1337,2025-11-04,Received,15498,Net Banking
TXN112104,ACC1337,2025-11-08,Payment,3684,Net Banking
TXN112096,ACC1337,2025-11-10,Withdrawal,1948,Net Banking
TXN112102,ACC1337,2025-11-14,Deposit,27939,Net Banking
TXN112122,ACC1337,2025-11-14,Deposit,41411,Credit Card
TXN112133,ACC1338,2025-05-25,Withdrawal,4136,UPI
TXN112146,ACC1338,2025-05-25,Deposit,12551,Net Banking
TXN112138,ACC1338,2025-05-29,Withdrawal,3661,Net Banking
TXN112142,ACC1338,2025-06-06,Transfer,1763,Net Banking
TXN112132,ACC1338,2025-06-07,Withdrawal,2807,Debit Card
TXN112144,ACC1338,2025-07-03,Payment,38240,Net Banking
TXN112129,ACC1338,2025-07-14,Received,37179,Net Banking
TXN112139,ACC1338,2025-07-18,Deposit,45454,Credit Card
TXN112147,ACC1338,2025-07-29,Received,49423,Credit Card
TXN112141,ACC1338,2025-08-02,Transfer,9993,Debit Card
TXN112140,ACC1338,2025-08-08,Payment,2884,Credit Card
TXN112143,ACC1338,2025-08-20,Payment,972,Credit Card
TXN112145,ACC1338,2025-08-21,Deposit,48125,Debit Card
TXN112135,ACC1338,2025-10-04,Payment,9671,Net Banking
TXN112131,ACC1338,2025-10-06,Transfer,1944,Debit Card
TXN112130,ACC1338,2025-10-18,Received,43177,Net Banking
TXN112136,ACC1338,2025-10-26,Transfer,8678,Credit Card
TXN112137,ACC1338,2025-11-01,Payment,8180,Debit Card
TXN112134,ACC1338,2025-11-11,Payment,1395,Net Banking
TXN112170,ACC1339,2025-05-19,Deposit,13049,Net Banking
TXN112152,ACC1339,2025-05-23,Payment,5587,UPI
TXN112159,ACC1339,2025-05-27,Transfer,3589,Credit Card
TXN112164,ACC1339,2025-05-31,Payment,3093,Net Banking
TXN112180,ACC1339,2025-06-13,Transfer,1321,Credit Card
TXN112155,ACC1339,2025-06-21,Received,17907,Net Banking
TXN112156,ACC1339,2025-07-01,Received,34779,Debit Card
TXN112161,ACC1339,2025-07-06,Transfer,4954,UPI
TXN112151,ACC1339,2025-07-16,Withdrawal,5531,UPI
TXN112165,ACC1339,2025-07-19,Received,48162,UPI
TXN112171,ACC1339,2025-07-27,Payment,4796,Net Banking
TXN112154,ACC1339,2025-07-28,Received,33928,Debit Card
TXN112176,ACC1339,2025-08-05,Transfer,6003,Net Banking
TXN112157,ACC1339,2025-08-06,Deposit,39002,Credit Card
TXN112153,ACC1339,2025-08-11,Withdrawal,6557,Net Banking
TXN112173,ACC1339,2025-08-15,Transfer,1603,Net Banking
TXN112160,ACC1339,2025-08-18,Received,17877,UPI
TXN112148,ACC1339,2025-08-31,Deposit,15388,Credit Card
TXN112175,ACC1339,2025-09-01,Transfer,3212,Net Banking
TXN112150,ACC1339,2025-09-07,Payment,9831,UPI
TXN112166,ACC1339,2025-09-12,Received,43263,Net Banking
TXN112168,ACC1339,2025-09-13,Deposit,42867,Debit Card
TXN112169,ACC1339,2025-09-17,Received,28889,Credit Card
TXN112167,ACC1339,2025-09-18,Deposit,40284,UPI
TXN112174,ACC1339,2025-09-22,Deposit,15683,Net Banking
TXN112149,ACC1339,2025-10-03,Received,47340,Net Banking
TXN112158,ACC1339,2025-10-09,Payment,44358,Debit Card
TXN112172,ACC1339,2025-10-13,Deposit,31032,Net Banking
TXN112177,ACC1339,2025-10-13,Transfer,2485,Credit Card
TXN112163,ACC1339,2025-10-20,Payment,7223,Credit Card
TXN112162,ACC1339,2025-10-25,Withdrawal,935,Net Banking
TXN112179,ACC1339,2025-10-26,Payment,44358,Net Banking
TXN112178,ACC1339,2025-10-27,Transfer,3067,Debit Card
TXN112183,ACC1340,2025-05-21,Withdrawal,2203,Net Banking
TXN112210,ACC1340,2025-05-22,Payment,5603,Debit Card
TXN112192,ACC1340,2025-05-29,Transfer,1806,Net Banking
TXN112205,ACC1340,2025-06-04,Received,28403,UPI
TXN112188,ACC1340,2025-06-06,Withdrawal,6646,Net Banking
TXN112197,ACC1340,2025-06-06,Withdrawal,2671,Credit Card
TXN112181,ACC1340,2025-06-07,Payment,1252,Credit Card
TXN112193,ACC1340,2025-06-12,Payment,1235,Debit Card
TXN112185,ACC1340,2025-06-16,Transfer,9948,Net Banking
TXN112199,ACC1340,2025-06-22,Payment,3193,UPI
TXN112184,ACC1340,2025-07-01,Payment,2837,Debit Card
TXN112208,ACC1340,2025-07-01,Transfer,8708,UPI
TXN112191,ACC1340,2025-07-02,Transfer,2219,Net Banking
TXN112211,ACC1340,2025-07-03,Transfer,8351,Credit Card
TXN112187,ACC1340,2025-07-06,Payment,6237,Debit Card
TXN112182,ACC1340,2025-07-13,Received,30242,Credit Card
TXN112186,ACC1340,2025-07-25,Transfer,8524,Debit Card
TXN112200,ACC1340,2025-07-25,Transfer,2195,Net Banking
TXN112207,ACC1340,2025-07-26,Payment,6165,UPI
TXN112189,ACC1340,2025-08-04,Received,26777,Net Banking
TXN112204,ACC1340,2025-08-08,Deposit,15353,Net Banking
TXN112206,ACC1340,2025-08-20,Transfer,1285,Credit Card
TXN112194,ACC1340,2025-08-22,Received,8131,Debit Card
TXN112202,ACC1340,2025-09-29,Transfer,7846,UPI
TXN112196,ACC1340,2025-10-01,Received,38256,Credit Card
TXN112190,ACC1340,2025-10-03,Deposit,19530,UPI
TXN112198,ACC1340,2025-10-07,Payment,8200,Debit Card
TXN112195,ACC1340,2025-10-11,Deposit,11799,Net Banking
TXN112209,ACC1340,2025-10-18,Received,19164,Net Banking
TXN112201,ACC1340,2025-10-20,Deposit,26080,Debit Card
TXN112203,ACC1340,2025-11-13,Deposit,35956,UPI
TXN112213,ACC1341,2025-05-20,Transfer,5137,Credit Card
TXN112226,ACC1341,2025-05-20,Transfer,6276,Net Banking
TXN112212,ACC1341,2025-05-22,Deposit,44673,Debit Card
TXN112218,ACC1341,2025-05-25,Deposit,15421,Credit Card
TXN112234,ACC1341,2025-05-26,Transfer,5966,UPI
TXN112236,ACC1341,2025-06-01,Withdrawal,8403,Net Banking
TXN112229,ACC1341,2025-06-07,Transfer,5106,UPI
TXN112215,ACC1341,2025-06-12,Deposit,22554,UPI
TXN112219,ACC1341,2025-06-18,Payment,7993,Credit Card
TXN112224,ACC1341,2025-07-01,Deposit,31262,Credit Card
TXN112228,ACC1341,2025-07-02,Transfer,7293,Net Banking
TXN112223,ACC1341,2025-07-11,Transfer,6529,Credit Card
TXN112231,ACC1341,2025-08-14,Deposit,41233,Net Banking
TXN112233,ACC1341,2025-08-19,Received,19801,Net Banking
TXN112238,ACC1341,2025-08-22,Deposit,23479,Net Banking
TXN112222,ACC1341,2025-08-30,Payment,3873,Debit Card
TXN112220,ACC1341,2025-09-06,Received,12792,Net Banking
TXN112214,ACC1341,2025-09-22,Received,42542,Net Banking
TXN112230,ACC1341,2025-09-22,Payment,5502,Debit Card
TXN112232,ACC1341,2025-09-26,Payment,7811,Net Banking
TXN112235,ACC1341,2025-09-26,Payment,7309,Net Banking
TXN112237,ACC1341,2025-09-26,Transfer,5760,UPI
TXN112227,ACC1341,2025-10-02,Received,28133,Debit Card
TXN112225,ACC1341,2025-10-03,Transfer,679,Net Banking
TXN112216,ACC1341,2025-10-09,Payment,1997,Net Banking
TXN112221,ACC1341,2025-10-21,Received,42642,UPI
TXN112217,ACC1341,2025-10-31,Transfer,9194,Debit Card
TXN112249,ACC1342,2025-06-05,Deposit,45760,Net Banking
TXN112244,ACC1342,2025-06-06,Transfer,1117,UPI
TXN112245,ACC1342,2025-06-10,Withdrawal,3426,Credit Card
TXN112240,ACC1342,2025-06-25,Deposit,12909,UPI
TXN112242,ACC1342,2025-07-13,Withdrawal,501,Credit Card
TXN112243,ACC1342,2025-07-18,Payment,3348,Debit Card
TXN112241,ACC1342,2025-07-20,Payment,1251,Debit Card
TXN112247,ACC1342,2025-08-15,Transfer,971,Net Banking
TXN112251,ACC1342,2025-08-28,Deposit,46496,Credit Card
TXN112250,ACC1342,2025-09-18,Deposit,25752,Debit Card
TXN112248,ACC1342,2025-09-28,Withdrawal,9675,Credit Card
TXN112252,ACC1342,2025-10-03,Deposit,36084,Credit Card
TXN112253,ACC1342,2025-10-15,Deposit,33485,Net Banking
TXN112239,ACC1342,2025-10-18,Received,9959,Credit Card
TXN112246,ACC1342,2025-10-31,Transfer,6362,Net Banking
TXN112275,ACC1343,2025-05-16,Payment,2983,Credit Card
TXN112256,ACC1343,2025-05-20,Received,5479,UPI
TXN112262,ACC1343,2025-06-08,Received,19549,UPI
TXN112260,ACC1343,2025-06-09,Deposit,33334,UPI
TXN112276,ACC1343,2025-06-14,Deposit,32430,Debit Card
TXN112268,ACC1343,2025-06-28,Received,17388,Credit Card
TXN112266,ACC1343,2025-07-14,Deposit,42312,Net Banking
TXN112267,ACC1343,2025-08-07,Payment,9213,UPI
TXN112265,ACC1343,2025-08-09,Received,37388,Net Banking
TXN112274,ACC1343,2025-08-26,Received,28645,UPI
TXN112278,ACC1343,2025-09-18,Deposit,40547,Debit Card
TXN112259,ACC1343,2025-09-20,Transfer,5128,Net Banking
TXN112255,ACC1343,2025-09-25,Transfer,7535,UPI
TXN112257,ACC1343,2025-09-30,Transfer,1619,Credit Card
TXN112258,ACC1343,2025-10-02,Received,6494,Credit Card
TXN112263,ACC1343,2025-10-07,Withdrawal,2135,Debit Card
TXN112261,ACC1343,2025-10-10,Received,27171,Net Banking
TXN112277,ACC1343,2025-10-15,Payment,2284,Debit Card
TXN112254,ACC1343,2025-10-18,Deposit,34528,Net Banking
TXN112272,ACC1343,2025-10-30,Payment,4889,Net Banking
TXN112270,ACC1343,2025-11-02,Deposit,40109,Credit Card
TXN112269,ACC1343,2025-11-03,Deposit,12972,Credit Card
TXN112273,ACC1343,2025-11-05,Deposit,44637,Debit Card
TXN112264,ACC1343,2025-11-09,Withdrawal,1021,Credit Card
TXN112271,ACC1343,2025-11-14,Transfer,4148,Net Banking
TXN112282,ACC1344,2025-05-18,Payment,2825,Debit Card
TXN112294,ACC1344,2025-05-20,Transfer,5346,Credit Card
TXN112290,ACC1344,2025-05-23,Deposit,17020,UPI
TXN112296,ACC1344,2025-05-29,Transfer,4465,Credit Card
TXN112299,ACC1344,2025-06-09,Deposit,36718,Debit Card
TXN112285,ACC1344,2025-06-20,Received,47807,Net Banking
TXN112295,ACC1344,2025-07-03,Received,9335,Credit Card
TXN112293,ACC1344,2025-07-14,Received,7461,Credit Card
TXN112297,ACC1344,2025-07-24,Withdrawal,7692,UPI
TXN112284,ACC1344,2025-07-30,Payment,3990,Net Banking
TXN112288,ACC1344,2025-08-16,Payment,3836,UPI
TXN112301,ACC1344,2025-08-17,Withdrawal,759,Debit Card
TXN112280,ACC1344,2025-08-24,Transfer,4227,Net Banking
TXN112303,ACC1344,2025-08-24,Payment,6166,Debit Card
TXN112287,ACC1344,2025-08-31,Payment,2647,Net Banking
TXN112300,ACC1344,2025-08-31,Withdrawal,1269,Net Banking
TXN112298,ACC1344,2025-09-06,Transfer,3310,Net Banking
TXN112283,ACC1344,2025-09-15,Received,45514,Net Banking
TXN112286,ACC1344,2025-09-17,Received,10991,UPI
TXN112279,ACC1344,2025-09-24,Transfer,8535,Debit Card
TXN112292,ACC1344,2025-10-03,Withdrawal,2885,Credit Card
TXN112291,ACC1344,2025-10-06,Withdrawal,828,Debit Card
TXN112289,ACC1344,2025-10-20,Transfer,8697,UPI
TXN112302,ACC1344,2025-10-26,Received,40685,UPI
TXN112281,ACC1344,2025-10-29,Payment,1218,Credit Card
TXN112309,ACC1345,2025-05-18,Deposit,9203,Credit Card
TXN112320,ACC1345,2025-05-29,Payment,4709,UPI
TXN112319,ACC1345,2025-05-30,Payment,3261,Credit Card
TXN112318,ACC1345,2025-06-11,Transfer,5274,Debit Card
TXN112317,ACC1345,2025-06-14,Payment,4556,UPI
TXN112330,ACC1345,2025-06-27,Received,40442,Net Banking
TXN112311,ACC1345,2025-06-28,Withdrawal,9041,UPI
TXN112324,ACC1345,2025-06-29,Transfer,9630,Net Banking
TXN112329,ACC1345,2025-07-09,Transfer,4124,Net Banking
TXN112313,ACC1345,2025-07-24,Transfer,7103,Net Banking
TXN112314,ACC1345,2025-07-24,Payment,4201,Credit Card
TXN112315,ACC1345,2025-08-04,Deposit,9502,Credit Card
TXN112307,ACC1345,2025-08-06,Payment,6525,UPI
TXN112322,ACC1345,2025-08-09,Transfer,3289,Debit Card
TXN112310,ACC1345,2025-08-14,Received,27681,Credit Card
TXN112312,ACC1345,2025-08-14,Withdrawal,9933,Net Banking
TXN112305,ACC1345,2025-08-21,Transfer,2520,Debit Card
TXN112323,ACC1345,2025-08-29,Received,40528,Net Banking
TXN112331,ACC1345,2025-09-06,Payment,5003,Net Banking
TXN112325,ACC1345,2025-09-15,Payment,3394,Credit Card
TXN112328,ACC1345,2025-09-17,Transfer,6783,Credit Card
TXN112304,ACC1345,2025-10-02,Transfer,9422,Credit Card
TXN112316,ACC1345,2025-10-08,Transfer,4529,Credit Card
TXN112321,ACC1345,2025-10-12,Transfer,1952,UPI
TXN112326,ACC1345,2025-10-18,Payment,9961,UPI
TXN112308,ACC1345,2025-10-30,Transfer,3767,Net Banking
TXN112306,ACC1345,2025-11-03,Deposit,12016,UPI
TXN112327,ACC1345,2025-11-05,Deposit,46633,UPI
TXN112332,ACC1346,2025-05-21,Withdrawal,1369,UPI
TXN112337,ACC1346,2025-05-25,Payment,7294,Net Banking
TXN112346,ACC1346,2025-06-07,Withdrawal,9304,Credit Card
TXN112341,ACC1346,2025-06-09,Transfer,7355,Debit Card
TXN112338,ACC1346,2025-06-10,Transfer,6894,Credit Card
TXN112344,ACC1346,2025-06-11,Payment,4927,UPI
TXN112342,ACC1346,2025-06-17,Received,21039,Credit Card
TXN112348,ACC1346,2025-06-19,Payment,4931,UPI
TXN112356,ACC1346,2025-06-26,Transfer,4703,UPI
TXN112345,ACC1346,2025-06-28,Withdrawal,931,Credit Card
TXN112350,ACC1346,2025-07-01,Transfer,1428,Net Banking
TXN112353,ACC1346,2025-07-06,Deposit,30569,Credit Card
TXN112352,ACC1346,2025-07-13,Payment,697,Debit Card
TXN112361,ACC1346,2025-07-17,Payment,1078,Net Banking
TXN112340,ACC1346,2025-07-19,Received,46443,UPI
TXN112333,ACC1346,2025-07-21,Transfer,2522,Credit Card
TXN112358,ACC1346,2025-07-23,Received,49650,Credit Card
